"id"	"AGEP"	"CIT"	"COW"	"DDRS"	"INTP"	"LANX"	"MAR"	"MARHT"	"MIG"	"MIL"	"SCHL"	"SEX"	"WAGP"	"WKHP"	"ESR"	"INDP"	"OCCP"	"PINCP"	"RAC1P"
"87"	881	56	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	7500	5	"Civilian employed, at work"	"SRV-BEAUTY SALONS"	"HLS-MASSAGE THERAPISTS"	47500	"White alone"
"88"	896	54	"Born in the U.S."	"Employee of a private for-profit company or"	"Yes"	0	"No, speaks only English"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Male"	0	NA	"Not in labor force"	NA	"CON-ELECTRICIANS"	0	"White alone"
"89"	897	23	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Male"	7600	40	"Civilian employed, at work"	NA	"CON-CARPENTERS"	7600	"White alone"
"90"	902	66	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	"SRV-DRYCLEANING AND LAUNDRY SERVICES"	"OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS"	1300	"White alone"
"91"	936	94	"Born in the U.S."	NA	"Yes"	229000	"No, speaks only English"	"Widowed"	"One time"	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	241800	"White alone"
"92"	940	69	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Divorced"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Female"	30000	15	"Civilian employed, at work"	"PRF-WASTE MANAGEMENT AND REMEDIATION SERVICES"	"OFF-OFFICE CLERKS, GENERAL"	38900	"White alone"
"93"	959	81	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"Bachelor's degree"	"Male"	0	NA	"Not in labor force"	NA	NA	16000	"White alone"
"94"	962	23	"Not a citizen of the U.S."	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	NA	"Male"	15000	30	"Civilian employed, at work"	"PRF-LANDSCAPING SERVICES"	"CLN-GROUNDS MAINTENANCE WORKERS"	15000	"White alone"
"95"	964	22	"Not a citizen of the U.S."	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Male"	12000	30	"Civilian employed, at work"	"SRV-AUTOMOTIVE REPAIR AND MAINTENANCE"	"RPR-MISCELLANEOUS VEHICLE AND MOBILE EQUIPMENT MECHANICS,"	12000	"White alone"
"96"	971	59	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	3500	20	"Unemployed"	"PRF-OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES"	"OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS"	3500	"White alone"
"97"	979	41	"Born in the U.S."	"Local government employee (city, county, etc.)"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Male"	48000	52	"Civilian employed, at work"	NA	"RPR-HEAVY VEHICLE AND MOBILE EQUIPMENT SERVICE TECHNICIANS"	48000	"White alone"
"98"	987	68	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	5000	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Male"	100000	43	"Civilian employed, at work"	"SCA-INDIVIDUAL AND FAMILY SERVICES"	NA	129000	"White alone"
"99"	993	24	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Male"	0	NA	"Unemployed"	"RET-BOOK STORES AND NEWS DEALERS"	"SAL-CASHIERS"	0	"White alone"
"100"	997	1	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"101"	1008	64	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	2900	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	69000	25	"Civilian employed, at work"	"MED-HOSPITALS"	"MED-REGISTERED NURSES"	71900	"White alone"
"102"	1024	61	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	9000	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Male"	0	NA	"Not in labor force"	"RET-AUTO PARTS, ACCESSORIES, AND TIRE STORES"	"SAL-FIRST-LINE SUPERVISORS/MANAGERS OF RETAIL SALES WORKERS"	9000	"White alone"
"103"	1029	45	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Divorced"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	18000	60	"Civilian employed, at work"	"MED-HOSPITALS"	NA	18000	"White alone"
"104"	1030	8	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"105"	1033	9	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"106"	1042	30	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Divorced"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	16000	30	"Civilian employed, at work"	"ENT-RESTAURANTS AND OTHER FOOD SERVICES"	"EAT-WAITERS AND WAITRESSES"	19000	"White alone"
"107"	1043	5	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"108"	1060	94	"Born in the U.S."	NA	"No"	830	"No, speaks only English"	"Widowed"	"Two times"	"Yes, same house (nonmovers)"	"No, training for Reserves/National Guard only"	"12th grade - no diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	8030	"Black or African American alone"
"109"	1071	5	"Born in the U.S."	NA	"No"	NA	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"110"	1095	7	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"111"	1104	41	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	100000	40	"Civilian employed, at work"	"MFG-ELECTRIC LIGHTING AND ELECTRICAL EQUIPMENT MANUFACTURING,"	NA	100000	"White alone"
"112"	1114	43	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	2000	10	"Civilian employed, at work"	"PRF-VETERINARY SERVICES"	"MED-HEALTH DIAGNOSING AND TREATING PRACTITIONER SUPPORT"	3500	"White alone"
"113"	1118	84	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	11400	"White alone"
"114"	1122	11	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"115"	1131	14	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 8"	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"116"	1134	4	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"117"	1164	76	"Born in the U.S."	NA	"No"	4900	"No, speaks only English"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Female"	0	NA	"Not in labor force"	NA	NA	22300	"White alone"
"118"	1169	79	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	29100	"White alone"
"119"	1188	0	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	NA	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"120"	1194	47	"Born in the U.S."	"Local government employee (city, county, etc.)"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Male"	51000	40	"Civilian employed, at work"	"ADM-JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES"	"EDU-OTHER TEACHERS AND INSTRUCTORS"	51000	"White alone"
"121"	1196	9	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"122"	1216	49	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"12th grade - no diploma"	"Male"	50000	40	"Civilian employed, at work"	NA	"CON-FIRST-LINE SUPERVISORS/MANAGERS OF CONSTRUCTION TRADES"	50000	"Two or more major race groups"
"123"	1222	17	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 10"	"Male"	200	3	"Not in labor force"	"ENT-OTHER AMUSEMENT, GAMBLING, AND RECREATION INDUSTRIES"	"EAT-FOOD PREPARATION WORKERS"	200	"White alone"
"124"	1230	51	"Born in the U.S."	"Local government employee (city, county, etc.)"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"Professional degree beyond a bachelor's degree"	"Male"	106000	40	"Civilian employed, at work"	"TRN-SERVICES INCIDENTAL TO TRANSPORTATION"	"LGL-LAWYERS AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL"	167300	"White alone"
"125"	1234	67	"Born in the U.S."	"Local government employee (city, county, etc.)"	"No"	500	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Male"	7000	16	"Not in labor force"	"ADM-JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES"	"PRT-POLICE OFFICERS"	47100	"White alone"
"126"	1235	67	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	30100	35	"Civilian employed, at work"	"PRF-ACCOUNTING, TAX PREPARATION, BOOKKEEPING, AND PAYROLL"	"OFF-BOOKKEEPING, ACCOUNTING, AND AUDITING CLERKS"	42100	"White alone"
"127"	1244	43	"U.S. citizen by naturalization"	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	32000	45	"Civilian employed, at work"	"RET-SHOE STORES"	NA	32000	"White alone"
"128"	1246	22	"U.S. citizen by naturalization"	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Male"	25000	48	"Civilian employed, at work"	"ENT-TRAVELER ACCOMMODATION"	"PRT-SECURITY GUARDS AND GAMING SURVEILLANCE OFFICERS"	25000	"White alone"
"129"	1252	79	"U.S. citizen by naturalization"	NA	"Yes"	0	"Yes, speaks another language"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Male"	0	NA	"Not in labor force"	NA	NA	5000	"White alone"
"130"	1273	4	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"131"	1276	79	"Born in the U.S."	NA	"No"	5000	"Yes, speaks another language"	"Married"	"One time"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"Some college, but less than 1 year"	"Male"	0	NA	"Not in labor force"	NA	NA	42000	"White alone"
"132"	1303	23	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	15000	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Bachelor's degree"	"Female"	2000	30	"Civilian employed, at work"	"ENT-RESTAURANTS AND OTHER FOOD SERVICES"	"ENT-PUBLIC RELATIONS SPECIALISTS"	17000	"White alone"
"133"	1323	64	"Born in the U.S."	NA	"No"	10300	"No, speaks only English"	"Divorced"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	24700	"White alone"
"134"	1329	17	"Born in the U.S."	NA	"Yes"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 11"	"Male"	0	NA	"Not in labor force"	NA	NA	0	"White alone"
"135"	1351	2	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"136"	1355	30	"Not a citizen of the U.S."	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Married"	"One time"	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Bachelor's degree"	"Male"	90000	40	"Civilian employed, at work"	"FIN-NON-DEPOSITORY CREDIT AND RELATED ACTIVITIES"	"CMM-COMPUTER PROGRAMMERS"	90000	"Some other race alone"
"137"	1356	1	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"Some other race alone"
"138"	1359	12	"Born in the U.S."	NA	"No"	NA	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 7"	"Female"	NA	NA	NA	NA	NA	NA	"Some other race alone"
"139"	1388	2	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"140"	1390	16	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 10"	"Male"	0	NA	"Not in labor force"	NA	NA	0	"White alone"
"141"	1398	42	"Not a citizen of the U.S."	"Unemployed"	"No"	0	"Yes, speaks another language"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	0	NA	"Unemployed"	"UNEMPLOYED, LAST WORKED 5 YEARS AGO OR EARLIER OR NEVER"	"UNEMPLOYED, LAST WORKED 5 YEARS AGO OR EARLIER OR NEVER"	0	"White alone"
"142"	1407	10	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"143"	1422	26	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	53000	40	"Civilian employed, with a job but not at work"	"MED-OUTPATIENT CARE CENTERS"	"OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT"	53000	"Black or African American alone"
"144"	1427	85	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"1 or more years of college credit, no degree"	"Female"	0	NA	"Not in labor force"	NA	NA	14800	"White alone"
"145"	1448	39	"U.S. citizen by naturalization"	"Employee of a private not-for-profit,"	"No"	0	"Yes, speaks another language"	"Divorced"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	31500	40	"Civilian employed, at work"	"MED-HOSPITALS"	"HLS-MEDICAL ASSISTANTS AND OTHER HEALTHCARE SUPPORT"	34800	"Black or African American alone"
"146"	1466	54	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Female"	20800	40	"Civilian employed, at work"	"RET-MISCELLANEOUS RETAIL STORES"	"SAL-FIRST-LINE SUPERVISORS/MANAGERS OF RETAIL SALES WORKERS"	20800	"White alone"
"147"	1473	37	"Not a citizen of the U.S."	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Married"	"One time"	"No, different house in US or Puerto Rico"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Male"	49000	70	"Civilian employed, at work"	"RET-GASOLINE STATIONS"	"SAL-CASHIERS"	49000	"Black or African American alone"
